"CODIGO","NOMBRE","FAMILIANOMBRE","FAMILIAGRUPONOMBRE","BASEIVA","IVA","IMPUESTOGRUPONOMBRE","UNEGOCIO","MARCA","RUCPROVEEDOR","PROVEEDOR","CODIGOBARRA","UBICACION","PESO","STOCKPORLOTE","MEDIDA","ITEMMEDIDA","CONTIENEUNIDADES","IMPORTADO"
"87799           ","JAB.PLUSB ENERG RENOV x 125gr  7790990587799      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790990587799","          ","0,125000","0","Unidad    ","CAJA      ","81,000000","F"
"87782           ","JAB.PLUSB FRESCURA INT x 125gr  7790990587782     ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790990587782","          ","0,125000","0","Unidad    ","CAJA      ","81,000000","F"
"87768           ","JAB.PLUSB BELLEZA RAD x 125gr  7790990587768      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790990587768","          ","0,125000","0","Unidad    ","CAJA      ","81,000000","F"
"07775           ","JAB.PLUSB HUMECTA CRE x 125gr  7790990587775      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790990587775","          ","0,125000","0","Unidad    ","CAJA      ","81,000000","F"
"07751           ","JAB.PLUSB SENS NUTRI x 125gr  7790990587751       ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790990587751","          ","0,125000","0","Unidad    ","CAJA      ","81,000000","F"
"22411           ","ENJ. PLUSB x 1000cc LACIO  7790740502461          ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740502461","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"22404           ","ENJ. PLUSB x 1000cc  HIDRATA  7790740502454       ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740502454","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"22367           ","ENJ. PLUSB x 1000cc PROTEC 7790740508753          ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740508753","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"08799           ","ENJ. PLUSB x 1000cc DETOX  7790740508401          ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740508401","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"04414           ","BODYCREAM MILK ALGABO x200ml  7791274004414       ","CUIDADO PERSONAL                                  ","VARIOS CUIDADO PERSONAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","ALGABO                        ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7791274004414","          ","0,200000","0","Unidad    ","CAJA      ","12,000000","F"
"04407           ","BODYCREAM FRESH ALGABO x200ml 7791274004407       ","CUIDADO PERSONAL                                  ","VARIOS CUIDADO PERSONAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","ALGABO                        ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7791274004407","          ","0,200000","0","Unidad    ","CAJA      ","12,000000","F"
"06447           ","GEL ALGABO EXTRA BRI POMOx150  7791274196447      ","CUIDADO PERSONAL                                  ","VARIOS CUIDADO PERSONAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","ALGABO                        ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7791274196447","          ","0,150000","0","Unidad    ","CAJA      ","24,000000","F"
"08782           ","ENJ. PLUSB x 1000cc ANTIOXI  7790740502485        ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740502485","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"02519           ","ENJ. PLUSB x 1000cc NUTRI  7790740502423          ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740502423","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"02518           ","ENJ. PLUSB x 1000cc BRILLO  7790740502393         ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740502393","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"02512           ","ENJ. PLUSB x 1000cc SUAVIDAD 7790740502416        ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740502416","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"02511           ","ENJ. PLUSB x 1000cc FRESCURA 7790740502409        ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740502409","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"22312           ","SH. PLUSB x 1000cc LACIO 7790740505578            ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740505578","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"22305           ","SH. PLUSB x 1000cc HIDRAT INT 7790740505561       ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740505561","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"22268           ","SH. PLUSB x 1000cc PROTEC 7790740508647           ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740508647","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"08690           ","SH. PLUSB x 1000cc DETOX  7790740508302           ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740508302","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"08683           ","SH. PLUSB x 1000cc ANTIOXID 7790740505592         ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740505592","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"02510           ","SH. PLUSB x 1000cc NUTRI 7790740505530            ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740505530","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"02509           ","SH. PLUSB x 1000cc BRILLO 7790740505509           ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740505509","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"02501           ","SH. PLUSB x 1000cc SUAVIDAD 7790740505523         ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740505523","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"02500           ","SH. PLUSB x 1000cc FRESCURA 7790740505516         ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740505516","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"508869          ","SH. PLUSB x 1000cc DOCILIDAD   7790740508869      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740508869","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
"589021          ","JAB.PLUSB BALANCE x 125gr   7790990589021         ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790990589021","          ","0,125000","0","Unidad    ","CAJA      ","81,000000","F"
"15270           ","MASCARILLA DESC. TB01-BOPP   7841881015270        ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","10","10","PY GRAVADO IVA 10% BASE 10%","DISTRIBUCION                  ","TOTAL BLOCKER                 ","80084022-4 ","FLAVORS OF AMERICAS S.A.                          ","7841881015270","A150      ","0,020000","0","Unidad    ","Unidad    ","1,000000","F"
"15294           ","MASCARILLA FACIAL KN95  7841881015294             ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","10","10","PY GRAVADO IVA 10% BASE 10%","DISTRIBUCION                  ","TOTAL BLOCKER                 ","80084022-4 ","FLAVORS OF AMERICAS S.A.                          ","7841881015294","A140      ","0,012000","0","Unidad    ","Unidad    ","1,000000","F"
"16055           ","MASCARILLA FACIAL DESC.TB02 50U 7841881016055     ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","10","10","PY GRAVADO IVA 10% BASE 10%","DISTRIBUCION                  ","TOTAL BLOCKER                 ","80084022-4 ","FLAVORS OF AMERICAS S.A.                          ","7841881016055","A150      ","0,204000","0","DISPLAY   ","CAJA      ","20,000000","F"
"336774          ","LAVANDINA LIA 5L  7840096336774                   ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LIA                           ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336774","          ","5,000000","0","Unidad    ","Unidad    ","1,000000","F"
"128386          ","CLORO GRANULADO TECNOCLOR x 1kgs  7840096128386   ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","TECNOCLOR                     ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096128386","          ","1,000000","0","Unidad    ","Unidad    ","1,000000","F"
"128416          ","CLORO LIQUIDO TECNOCLOR 5lts. 7840096128416       ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","TECNOCLOR                     ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096128416","          ","5,000000","0","Unidad    ","Unidad    ","1,000000","F"
"36590           ","SHAMPOO NORMAL L 5L   7840096336590               ","CUIDADO HOGAR                                     ","HIGIENE MASCOTAS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MYMBA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336590","          ","5,000000","0","Unidad    ","Unidad    ","1,000000","F"
"37016           ","CREMA ENJUAGUE NORMAL 5L  7840096337016           ","CUIDADO HOGAR                                     ","HIGIENE MASCOTAS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MYMBA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337016","          ","5,000000","0","Unidad    ","Unidad    ","1,000000","F"
"36347           ","SUAVIZANTE ROPA ROSADO 5L   7840096336347         ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336347","          ","5,000000","0","Unidad    ","Unidad    ","1,000000","F"
"50202           ","SUAVIZANTE ROPA CELESTE 5L  7840096150202         ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096150202","          ","5,000000","0","Unidad    ","Unidad    ","1,000000","F"
"36927           ","JAB.LIQ. ROPA NEGRA 5L   7840096336927            ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336927","          ","5,000000","0","Unidad    ","Unidad    ","1,000000","F"
"36910           ","JAB.LIQ. ROPA BLANCA 5L  7840096336910            ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336910","          ","5,000000","0","Unidad    ","Unidad    ","1,000000","F"
"336217          ","REPELENTE LIQ.AMITA 170 ml   7840096336217        ","CUIDADO PERSONAL                                  ","REPELENTE                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336217","          ","0,170000","0","Unidad    ","CAJA      ","12,000000","F"
"335289          ","PASTILLAS MATAMOSQUITOSx12   7840096335289        ","CUIDADO HOGAR                                     ","INSECTICIDA/REPELENTE                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096335289","          ","0,000000","0","Unidad    ","Unidad    ","1,000000","F"
"336224          ","REPELENTE CREMA AMITA 55g  7840096336224          ","CUIDADO PERSONAL                                  ","REPELENTE                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336224","          ","0,055000","0","Unidad    ","CAJA      ","12,000000","F"
"336163          ","COLONIA MYMBA 175ml  7840096336163                ","CUIDADO HOGAR                                     ","HIGIENE MASCOTAS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MYMBA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336163","          ","0,175000","0","Unidad    ","CAJA      ","12,000000","F"
"336170          ","TALCO ANTIP.MYMBA 130g  7840096336170             ","CUIDADO HOGAR                                     ","HIGIENE MASCOTAS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MYMBA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336170","          ","0,130000","0","Unidad    ","CAJA      ","12,000000","F"
"336200          ","JABON ANTIP.MYMBA 90g  7840096336200              ","CUIDADO HOGAR                                     ","HIGIENE MASCOTAS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MYMBA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336200","          ","0,090000","0","Unidad    ","CAJA      ","100,000000","F"
"336323          ","JABON NORMAL MYMBA 90g  7840096336323             ","CUIDADO HOGAR                                     ","HIGIENE MASCOTAS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MYMBA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336323","          ","0,090000","0","Unidad    ","CAJA      ","100,000000","F"
"336187          ","SHAMPOO ANTIP.MYMBA 650ml  7840096336187          ","CUIDADO HOGAR                                     ","HIGIENE MASCOTAS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MYMBA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336187","          ","0,650000","0","Unidad    ","CAJA      ","12,000000","F"
"336309          ","SHAMPOO NORMAL MYMBA 650ml  7840096336309         ","CUIDADO HOGAR                                     ","HIGIENE MASCOTAS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MYMBA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336309","          ","0,650000","0","Unidad    ","CAJA      ","12,000000","F"
"336194          ","SAMPOO ANTIP.MYMBA 300ml  7840096336194           ","CUIDADO HOGAR                                     ","HIGIENE MASCOTAS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MYMBA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336194","          ","0,300000","0","Unidad    ","CAJA      ","12,000000","F"
"336316          ","SHAMPOO NORMAL MYMBA 300ml  7840096336316         ","CUIDADO HOGAR                                     ","HIGIENE MASCOTAS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MYMBA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336316","          ","0,300000","0","Unidad    ","CAJA      ","12,000000","F"
"337009          ","C MYMBA CREMA ENJ.PERRO 650ml 7840096337009       ","CUIDADO HOGAR                                     ","HIGIENE MASCOTAS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MYMBA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337009","          ","0,650000","0","Unidad    ","CAJA      ","12,000000","F"
"336996          ","C MYMBA CREM ENJ.PERRO 300ml  7840096336996       ","CUIDADO HOGAR                                     ","HIGIENE MASCOTAS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MYMBA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336996","          ","0,300000","0","Unidad    ","CAJA      ","12,000000","F"
"337610          ","ALCOHOL GEL BALI 70% 500cc  7840096337610         ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","BALI                          ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337610","          ","0,500000","0","Unidad    ","CAJA      ","30,000000","F"
"337252          ","SODA CAUSTICA LIQUIDA 1L  7840096337252           ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337252","          ","0,000000","0","Unidad    ","Unidad    ","1,000000","F"
"337276          ","SODA CAUSTICA ESCAMA 500g  7840096337276          ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337276","          ","0,000000","0","Unidad    ","Unidad    ","1,000000","F"
"115102          ","ESCOBA DE PAJA  7840096115102                     ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096115102","          ","0,000000","0","Unidad    ","CAJA      ","12,000000","F"
"116116          ","ESCURRIDOR DE GOMA c/MANGO  7840096116116         ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096116116","          ","0,000000","0","Unidad    ","CAJA      ","12,000000","F"
"116109          ","ESCURRIDOR DE GOMA  7840096116109                 ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096116109","          ","0,000000","0","Unidad    ","CAJA      ","25,000000","F"
"140340          ","LAVANDINA MITA 500cc  7840096140340               ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096140340","          ","0,500000","0","Unidad    ","FARDO     ","12,000000","F"
"100459          ","DETERGNTE LIA NEUTRO 5L  100459                   ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LIA                           ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","             ","          ","5,000000","0","Unidad    ","Unidad    ","1,000000","F"
"100457          ","DETERGENTE LIA LIMON 5L  100457                   ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LIA                           ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","             ","          ","5,000000","0","Unidad    ","Unidad    ","1,000000","F"
"337221          ","DETERGENTE LIA MANZANA 450cc  7840096337221       ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LIA                           ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337221","          ","0,450000","0","Unidad    ","CAJA      ","12,000000","F"
"337139          ","DETERGENTE LIA LIMON 450cc  7840096337139         ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LIA                           ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096337139","          ","0,450000","0","Unidad    ","CAJA      ","12,000000","F"
"122032          ","DETERGENTE NEUTRO 500cc  7840096122032            ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096122032","          ","0,500000","0","Unidad    ","CAJA      ","12,000000","F"
"122025          ","DETERGENTE LIMON 500cc  7840096122025             ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096122025","          ","0,500000","0","Unidad    ","CAJA      ","12,000000","F"
"336446          ","ALCOHOL GEL BALI BB 315cc  7840096336446          ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BALI                          ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336446","          ","0,315000","0","Unidad    ","CAJA      ","12,000000","F"
"336453          ","ALCOHOL GEL BALI NEUTRO 315cc  7840096336453      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BALI                          ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096336453","          ","0,315000","0","Unidad    ","CAJA      ","12,000000","F"
"122001          ","DETERGENTE MANZANA 500cc  7840096122001           ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096122001","          ","0,500000","0","Unidad    ","CAJA      ","12,000000","F"
"121769          ","DETERGENTE MANZANA 5L  7840096121769              ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096121769","          ","5,000000","0","Unidad    ","Unidad    ","1,000000","F"
"121752          ","DETERGENTE LIMON 5L  7840096121752                ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096121752","          ","5,000000","0","Unidad    ","Unidad    ","1,000000","F"
"121001          ","DETERG. AMONIACO 1L  7840096121011                ","CUIDADO HOGAR                                     ","LIMPIEZA HOGAR                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AMITA                         ","80029001-1 ","LABORATORIO TECNO INDUSTRIAL S.A.                 ","7840096121011","          ","1,000000","0","Unidad    ","CAJA      ","12,000000","F"
