"CODIGO","NOMBRE","FAMILIANOMBRE","FAMILIAGRUPONOMBRE","BASEIVA","IVA","IMPUESTOGRUPONOMBRE","UNEGOCIO","MARCA","RUCPROVEEDOR","PROVEEDOR","CODIGOBARRA","UBICACION","PESO","STOCKPORLOTE","MEDIDA","PRESENTACION","CONTIENEUNIDADES","IMPORTADO","ROWID"
"91405           ","GARBANZOS c/CHORIZOS 420gr:x12   8410867001416    ","ALIMENTOS PREPARADOS                              ","AP LATAS                                          ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","ABRICOME                      ","ABRICOME   ","ALIMENTOS PREPARADOS NATURALES S.L.               ","8410867001416","          ","0,481000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kbAAo"
"91404           ","ALBOND c/GUISANTES 420gr:x12  8410867001003       ","ALIMENTOS PREPARADOS                              ","AP LATAS                                          ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","ABRICOME                      ","ABRICOME   ","ALIMENTOS PREPARADOS NATURALES S.L.               ","8410867001003","          ","0,481000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kbAAn"
"91403           ","ALBONDIGAS c/SALSA 420gr.x12   8410867001010      ","ALIMENTOS PREPARADOS                              ","AP LATAS                                          ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","ABRICOME                      ","ABRICOME   ","ALIMENTOS PREPARADOS NATURALES S.L.               ","8410867001010","          ","0,481000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kbAAm"
"91402           ","LENTEJAS c/CHORIZO 420gr.x12   8410867001171      ","ALIMENTOS PREPARADOS                              ","AP LATAS                                          ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","ABRICOME                      ","ABRICOME   ","ALIMENTOS PREPARADOS NATURALES S.L.               ","8410867001171","          ","0,481000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kbAAl"
"91401           ","CALLOS c/GARBANZOS 400gr.x12   8410867001126      ","ALIMENTOS PREPARADOS                              ","AP LATAS                                          ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","ABRICOME                      ","ABRICOME   ","ALIMENTOS PREPARADOS NATURALES S.L.               ","8410867001126","          ","0,421000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kbAAk"
"91108           ","PATE CERDO/PERDIZ 80gr.x40   8410867102144        ","ALIMENTOS PREPARADOS                              ","PATES                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","ABRICOME                      ","ABRICOME   ","ALIMENTOS PREPARADOS NATURALES S.L.               ","8410867102144","          ","0,104000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kbAAj"
"91107           ","PATE POLLO/PATO 80gr.x40   8410867102113          ","ALIMENTOS PREPARADOS                              ","PATES                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","ABRICOME                      ","ABRICOME   ","ALIMENTOS PREPARADOS NATURALES S.L.               ","8410867102113","          ","0,104000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kbAAi"
"91106           ","PATE CERDO/JABALI 110gr:x12   8410867100867       ","ALIMENTOS PREPARADOS                              ","PATES                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","ABRICOME                      ","ABRICOME   ","ALIMENTOS PREPARADOS NATURALES S.L.               ","8410867100867","          ","0,211000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kbAAh"
"91105           ","PATE CERDO/CIERVO 110gr.x12   8410867104506       ","ALIMENTOS PREPARADOS                              ","PATES                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","ABRICOME                      ","ABRICOME   ","ALIMENTOS PREPARADOS NATURALES S.L.               ","8410867104506","          ","0,211000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kbAAg"
"91103           ","PATE CERDO/FINAS HIERB 110gr.x12   84108671044    ","ALIMENTOS PREPARADOS                              ","PATES                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","ABRICOME                      ","ABRICOME   ","ALIMENTOS PREPARADOS NATURALES S.L.               ","8410867104490","          ","0,211000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kbAAe"
"91102           ","PATE CERDO IBERICO 110gr.x12   8410867107521      ","ALIMENTOS PREPARADOS                              ","PATES                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","ABRICOME                      ","ABRICOME   ","ALIMENTOS PREPARADOS NATURALES S.L.               ","8410867107521","          ","0,211000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kdAAh"
"91101           ","PATE HIGADO DE CERDO 80gr.x40  8410867001324      ","ALIMENTOS PREPARADOS                              ","PATES                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","ABRICOME                      ","ABRICOME   ","ALIMENTOS PREPARADOS NATURALES S.L.               ","8410867001324","          ","0,104000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kdAAL"
"106045          ","VINO SUAVE TINTO JP 750cc x 6  7896452104006      ","VINOS                                             ","VINO DULCE BOTELLA                                ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","JOTA PE                       ","PERINI     ","VINICOLA PERINI LTDA.                             ","7896452104006","B117      ","1,150000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kbAAa"
"92103           ","SNACK ARROZ CHEDDAR  80gr  7790847000259          ","DON MARCOS                                        ","SNACKS de ARROZ                                   ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","DON MARCOS                    ","MARCOS     ","MARCOS SCHMUKLER S.A.                             ","7790847000259","          ","0,113000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kgAAZ"
"92204           ","SNACK ARROZ CIBOULETTE  80gr  7790847060680       ","DON MARCOS                                        ","SNACKS de ARROZ                                   ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","DON MARCOS                    ","MARCOS     ","MARCOS SCHMUKLER S.A.                             ","7790847060680","          ","0,080000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kZAAo"
"640353          ","MIX FRUTOS SECOS CHEVERE 30g   7798228640353      ","MIXES                                             ","MIX FRUTOS SECOS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640353","B012      ","0,030000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAEFPoAAJ"
"640346          ","MIX FR SECOS MULTI-TASKING 30g  7798228640346     ","MIXES                                             ","MIX FRUTOS SECOS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640346","B011      ","0,030000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAEFPoAAI"
"640360          ","MIX FRUTOS SECOS PICADITA 30g  7798228640360      ","MIXES                                             ","MIX FRUTOS SECOS                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640360","B013      ","0,030000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAEFPoAAH"
"640407          ","SNACK CROWIE SABOR JAMON 50g  7798228640407       ","DERIVADOS HARINA DE ARROZ                         ","SNACK DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640407","B015      ","0,050000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAEFPoAAG"
"640414          ","SNACK CROWIE SABOR PIZZA 50g  7798228640414       ","DERIVADOS HARINA DE ARROZ                         ","SNACK DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640414","B014      ","0,050000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAEFPoAAF"
"640421          ","SNACK CROWIE SABOR QUESO 50g  7798228640421       ","DERIVADOS HARINA DE ARROZ                         ","SNACK DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640421","B016      ","0,050000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAEFPoAAE"
"93112           ","3PACK COCO 36g   7798228640339                    ","DERIVADOS HARINA DE ARROZ                         ","BARRA DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640339","B045      ","0,052000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kdAA5"
"93111           ","3PACK MANI 36g  7798228640322                     ","DERIVADOS HARINA DE ARROZ                         ","BARRA DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640322","B044      ","0,052000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kdAA4"
"93110           ","3PACK LIMON  36g  7798228640247                   ","DERIVADOS HARINA DE ARROZ                         ","BARRA DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640247","B043      ","0,052000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kdAA3"
"93109           ","3PACK FRUTILLA  36g   7798228640094               ","DERIVADOS HARINA DE ARROZ                         ","BARRA DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640094","B042      ","0,052000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kdAA2"
"93108           ","3PACK CHOCO BLANCO 36g  7798228640087             ","DERIVADOS HARINA DE ARROZ                         ","BARRA DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640087","B041      ","0,052000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kdAA1"
"93107           ","3PACK CHOCO SEMIAMARGO 36g  7798228640070         ","DERIVADOS HARINA DE ARROZ                         ","BARRA DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640070","B040      ","0,052000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kdAA0"
"93106           ","B.ARROZ COCO  12g   7798228640278                 ","DERIVADOS HARINA DE ARROZ                         ","BARRA DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640278","B051      ","0,016000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kdAAz"
"93105           ","B.ARROZ MANI 12g   7798228640261                  ","DERIVADOS HARINA DE ARROZ                         ","BARRA DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640261","B050      ","0,016000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kdAAy"
"93104           ","B.ARROZ LIMON 12g   7798228640223                 ","DERIVADOS HARINA DE ARROZ                         ","BARRA DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640223","B049      ","0,016000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kdAAx"
"93103           ","B.ARROZ FRUTILLA 12g  7798228640032               ","DERIVADOS HARINA DE ARROZ                         ","BARRA DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640032","B048      ","0,016000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kdAAw"
"93102           ","B.ARROZ CHOCO BLANCO 12g  7798228640025           ","DERIVADOS HARINA DE ARROZ                         ","BARRA DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640025","B047      ","0,016000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kdAAv"
"93101           ","B.ARROZ CHOCO SEMIAMARGO 12g  7798228640018       ","DERIVADOS HARINA DE ARROZ                         ","BARRA DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","CROWIE     ","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640018","B046      ","0,016000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kdAAu"
"94110           ","MIX MANI MAIZ NUEZ 40g   7702409009334            ","MIXES                                             ","MIX MANI                                          ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANITOBA                      ","MANITOBA   ","MANITOBA                                          ","7702409009334","          ","0,040000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4keAAI"
"94107           ","MANI CONFITADO DULCE 40g   7702409011191          ","MIXES                                             ","MIX MANI                                          ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANITOBA                      ","MANITOBA   ","MANITOBA                                          ","7702409011191","          ","0,040000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4keAAF"
"94106           ","MANI CHOCOLATE 50g  7702409011085                 ","MIXES                                             ","MIX MANI                                          ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANITOBA                      ","MANITOBA   ","MANITOBA                                          ","7702409011085","          ","0,050000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4keAAE"
"94105           ","MAIZ TOSTADO 30g  7702409009808                   ","MIXES                                             ","MIX MANI                                          ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANITOBA                      ","MANITOBA   ","MANITOBA                                          ","7702409009808","          ","0,030000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4keAAD"
"94102           ","MANI JAPONES 40g  7702409011115                   ","MIXES                                             ","MIX MANI                                          ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANITOBA                      ","MANITOBA   ","MANITOBA                                          ","7702409011115","          ","0,040000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4keAAA"
"94101           ","MANI SALADO 50g   7702409000331                   ","MIXES                                             ","MIX MANI                                          ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANITOBA                      ","MANITOBA   ","MANITOBA                                          ","7702409000331","          ","0,050000","0","Unidad    ","Unidad    ","1,000000","T","AAAW09AAEAAC4kdAA6"
"12004           ","YOLO MEXICANO  30x40g  7842665000031              ","YOLO                                              ","YOLO                                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","YOLO                          ","80103764-6 ","SOCIAL FOODS S.A.                                 ","7842665000031","          ","0,040000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kbAA0"
"7300018         ","PAPEL HIG x4 BLAN 30m FELPITA  7791828000046      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828000046","          ","0,100000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kZAAA"
"7300017         ","PAPEL HIG x4 BLAN 20m FELPITA 7791828900186       ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828900186","          ","0,100000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kgAA6"
"7300016         ","PAPEL HIG x4 INFINITY 30m FELPITA 7791828900049   ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828900049","          ","0,100000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kgAA5"
"7300015         ","PAPEL HIG x4 KIDS 30m FELPITA 7791828000343       ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828000343","          ","0,100000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kgAA4"
"7300014         ","PAPEL HIG x4 DECORADO 80m FELPITA 7791828000701   ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828000701","          ","0,100000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kgAA3"
"7300013         ","SERVILLx70u BLANCA CARTABELLA 7791828004914       ","CUIDADO HOGAR                                     ","VARIOS CUIDADO HOGAR                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828004914","          ","0,050000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAA6"
"7300012         ","SERVILLx40u CALID SUP FELPITA 7791828000404       ","CUIDADO HOGAR                                     ","VARIOS CUIDADO HOGAR                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828000404","          ","0,050000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAA5"
"7300011         ","SERVILLx40u DECORADA FELPITA 7791828000411        ","CUIDADO HOGAR                                     ","VARIOS CUIDADO HOGAR                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828000411","          ","0,050000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAA0"
"7300010         "," ROLLO COCINA x 3 CARTABELLA 7791828000626        ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828000626","          ","0,100000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAA4"
"7300009         ","ROLLO COCINA x 3 FELPITA 7791828000121            ","CUIDADO HOGAR                                     ","VARIOS CUIDADO HOGAR                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828000121","          ","0,100000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAA2"
"7300007         ","HISOPOS c/ANTIGERM CJ Q.SOFT 175u 7790773001757   ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","QSOFT                         ","80022667-4 ","ALBISOL S.R.L.                                    ","7790773001757","          ","0,175000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAA3"
"7300006         ","HISOPOS c/ANTIGERM CJ Q.SOFT 125u 7790773001252   ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","QSOFT                         ","80022667-4 ","ALBISOL S.R.L.                                    ","7790773001252","          ","0,125000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAAz"
"7300003         ","TOALL FACIAL DESMAQ.AGUA MICEL 7790773008435      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","QSOFT                         ","80022667-4 ","ALBISOL S.R.L.                                    ","7790773008435","          ","0,200000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAAw"
"7300002         ","TOALL FACIAL DESMAQ CONT ACNE  7790773008466      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","QSOFT                         ","80022667-4 ","ALBISOL S.R.L.                                    ","7790773008466","          ","0,200000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAAv"
"7300001         ","TOALL FACIAL DESMAQ HIDRAT 7790773008459          ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","QSOFT                         ","80022667-4 ","ALBISOL S.R.L.                                    ","7790773008459","          ","0,200000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAAu"
"7400006         ","REPEL SPRAY EXT DURACx200ml 7791274197079         ","CUIDADO PERSONAL                                  ","REPELENTE                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","STOP VAIS                     ","80022667-4 ","ALBISOL S.R.L.                                    ","7791274197079","          ","0,200000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAAt"
"7400005         ","REPEL CREMA EXT DURACx200g 7791274005152          ","CUIDADO PERSONAL                                  ","REPELENTE                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","STOP VAIS                     ","80022667-4 ","ALBISOL S.R.L.                                    ","7791274005152","          ","0,200000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAAs"
"7400004         ","REPEL CREMA EXT DURAC x60g 7791274197055          ","CUIDADO PERSONAL                                  ","REPELENTE                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","STOP VAIS                     ","80022667-4 ","ALBISOL S.R.L.                                    ","7791274197055","          ","0,060000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAAr"
"7400003         ","REPEL SPRAY x 60ml 7791274197062                  ","CUIDADO PERSONAL                                  ","REPELENTE                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","STOP VAIS                     ","80022667-4 ","ALBISOL S.R.L.                                    ","7791274197062","          ","0,060000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAAq"
"7400002         ","STOP VAIS REPEL SPRAY KIDS 200ml 7791274198755    ","CUIDADO PERSONAL                                  ","REPELENTE                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","STOP VAIS                     ","80022667-4 ","ALBISOL S.R.L.                                    ","7791274198755","          ","0,200000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAAp"
"9150006         ","LOCTITE 60 SEC. CAJA 20g  7805500004595           ","CUIDADO HOGAR                                     ","ANIL/PEGAMENTO                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LOCTITE                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7805500004595","          ","0,020000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAAn"
"9150005         ","LOCTITE GEL  x 3g  7891200009503                  ","CUIDADO HOGAR                                     ","ANIL/PEGAMENTO                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LOCTITE                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7891200009503","          ","0,003000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAAm"
"9150004         ","LOCTITE PRECISION x 5g  7891200308866             ","CUIDADO HOGAR                                     ","ANIL/PEGAMENTO                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LOCTITE                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7891200308866","          ","0,005000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAAl"
"9150003         ","LOCTITE S. BONDER x 2g  7805500004816             ","CUIDADO HOGAR                                     ","ANIL/PEGAMENTO                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LOCTITE                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7805500004816","          ","0,002000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAAk"
"9150002         ","ANILINA YACOLOR AZUL MAR x30g  7798112050152      ","CUIDADO HOGAR                                     ","ANIL/PEGAMENTO                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","YACOLOR                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7798112050152","          ","0,030000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAAj"
"9150001         ","ANILINA YACOLOR NEGRO AZAB x30g 7798112050114     ","CUIDADO HOGAR                                     ","ANIL/PEGAMENTO                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","YACOLOR                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7798112050114","          ","0,030000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAAi"
"9140004         ","COMBAT MATA CUCA PEQ+HUE 12CEBOS 23400419104      ","CUIDADO HOGAR                                     ","INSECTICIDA/REPELENTE                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","COMBAT                        ","80022667-4 ","ALBISOL S.R.L.                                    ","23400419104  ","          ","0,060000","0","Unidad    ","Unidad    ","1,000000","F","AAAW09AAEAAC4kfAAg"
