"CODIGO","NOMBRE","FAMILIANOMBRE","FAMILIAGRUPONOMBRE","BASEIVA","IVA","IMPUESTOGRUPONOMBRE","UNEGOCIO","MARCA","RUCPROVEEDOR","PROVEEDOR","CODIGOBARRA","UBICACION","GRAMOS","STOCKPORLOTE","UNIDADBASE","PRESENTACION","CONTIENEUNIDADES","IMPORTADO"
"143007          ","LECHE COND MOCOCA 27x395g TETRA 7891030300085     ","DERIVADOS LACTEOS                                 ","LECHE CONDENSADA TETRA                            ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MOCOCA                        ","99999901-02","MOCOCA S.A. PRODUTOS ALIMENTICIOS                 ","7891030300085","B029      ","413","0","Unidad","CAJA      ","27,000000","T"
"143007          ","LECHE COND MOCOCA 27x395g TETRA 7891030300085     ","DERIVADOS LACTEOS                                 ","LECHE CONDENSADA TETRA                            ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MOCOCA                        ","99999901-02","MOCOCA S.A. PRODUTOS ALIMENTICIOS                 ","7891030300085","B029      ","413","0","Unidad","Unidad    ","1,000000","T"
"143006          ","LECHE COND MOCOCA 4x5Kg 7891030000077             ","DERIVADOS LACTEOS                                 ","LECHE CONDENSADA BAG                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MOCOCA                        ","99999901-02","MOCOCA S.A. PRODUTOS ALIMENTICIOS                 ","7891030000077","B026      ","5216","0","Unidad","CAJA      ","4,000000","T"
"143006          ","LECHE COND MOCOCA 4x5Kg 7891030000077             ","DERIVADOS LACTEOS                                 ","LECHE CONDENSADA BAG                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MOCOCA                        ","99999901-02","MOCOCA S.A. PRODUTOS ALIMENTICIOS                 ","7891030000077","B026      ","5216","0","Unidad","Unidad    ","1,000000","T"
"143008          ","CHOCOLATADA MOCOCA 27x200ml 7891030003016         ","DERIVADOS LACTEOS                                 ","CHOCOLATADA TETRA                                 ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MOCOCA                        ","99999901-02","MOCOCA S.A. PRODUTOS ALIMENTICIOS                 ","7891030003016","B027      ","226","0","Unidad","CAJA      ","27,000000","T"
"143008          ","CHOCOLATADA MOCOCA 27x200ml 7891030003016         ","DERIVADOS LACTEOS                                 ","CHOCOLATADA TETRA                                 ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MOCOCA                        ","99999901-02","MOCOCA S.A. PRODUTOS ALIMENTICIOS                 ","7891030003016","B027      ","226","0","Unidad","Unidad    ","1,000000","T"
"107006          ","ACEITE LA POSTA DEL OLIVO 6x500ml 7790036972176   ","ACEITE                                            ","ACEITE DE OLIVA                                   ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","POSTA DEL OLIVO               ","99999901-03","RPB SOCIEDAD ANONIMA                              ","7790036972176","B025      ","874","0","Unidad","BOTELLA   ","1,000000","T"
"107006          ","ACEITE LA POSTA DEL OLIVO 6x500ml 7790036972176   ","ACEITE                                            ","ACEITE DE OLIVA                                   ","100","5","PY - GRAVADO IVA 5%                               ","DISTRIBUCION                  ","POSTA DEL OLIVO               ","99999901-03","RPB SOCIEDAD ANONIMA                              ","7790036972176","B025      ","874","0","Unidad","CAJA      ","6,000000","T"
"106038          ","VINO VIEJO VIÑEDO ROSADO 6x750cc 7790036948386    ","VINOS                                             ","VINO CLASICO BOTELLA                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VIEJO VIÑEDO                  ","99999901-03","RPB SOCIEDAD ANONIMA                              ","7790036948386","B115      ","1200","0","Unidad","CAJA      ","6,000000","T"
"106038          ","VINO VIEJO VIÑEDO ROSADO 6x750cc 7790036948386    ","VINOS                                             ","VINO CLASICO BOTELLA                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","VIEJO VIÑEDO                  ","99999901-03","RPB SOCIEDAD ANONIMA                              ","7790036948386","B115      ","1200","0","Unidad","BOTELLA   ","1,000000","T"
"107031          ","PURE TOMATE 7DIAS  12x530g 7790036973357          ","PURE DE TOMATE                                    ","PURE DE TOMATE TETRA                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SIETE DIAS                    ","99999901-03","RPB SOCIEDAD ANONIMA                              ","7790036973357","B034      ","558","0","Unidad","CAJA      ","12,000000","T"
"107031          ","PURE TOMATE 7DIAS  12x530g 7790036973357          ","PURE DE TOMATE                                    ","PURE DE TOMATE TETRA                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SIETE DIAS                    ","99999901-03","RPB SOCIEDAD ANONIMA                              ","7790036973357","B034      ","558","0","Unidad","TETRA     ","1,000000","T"
"144003          ","EDULCORANTE SI-LIGHT 6x600ml 7790036003108        ","EDULCORANTE                                       ","EDULCORANTE LIQUIDO                               ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SI LIGHT                      ","99999901-03","RPB SOCIEDAD ANONIMA                              ","7790036003108","B035      ","678","0","Unidad","PACK      ","6,000000","T"
"144003          ","EDULCORANTE SI-LIGHT 6x600ml 7790036003108        ","EDULCORANTE                                       ","EDULCORANTE LIQUIDO                               ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SI LIGHT                      ","99999901-03","RPB SOCIEDAD ANONIMA                              ","7790036003108","B035      ","678","0","Unidad","Unidad    ","1,000000","T"
"144002          ","EDULCORANTE SI-LIGHT 6x250ml 7790036003122        ","EDULCORANTE                                       ","EDULCORANTE LIQUIDO                               ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SI LIGHT                      ","99999901-03","RPB SOCIEDAD ANONIMA                              ","7790036003122","B036      ","294","0","Unidad","PACK      ","6,000000","T"
"144002          ","EDULCORANTE SI-LIGHT 6x250ml 7790036003122        ","EDULCORANTE                                       ","EDULCORANTE LIQUIDO                               ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SI LIGHT                      ","99999901-03","RPB SOCIEDAD ANONIMA                              ","7790036003122","B036      ","294","0","Unidad","Unidad    ","1,000000","T"
"107032          ","PURE TOMATE  7DIAS 18x210gr  7790036004914        ","PURE DE TOMATE                                    ","PURE DE TOMATE TETRA                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SIETE DIAS                    ","99999901-03","RPB SOCIEDAD ANONIMA                              ","7790036004914","B117      ","230","0","Unidad","CAJA      ","18,000000","T"
"107032          ","PURE TOMATE  7DIAS 18x210gr  7790036004914        ","PURE DE TOMATE                                    ","PURE DE TOMATE TETRA                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","SIETE DIAS                    ","99999901-03","RPB SOCIEDAD ANONIMA                              ","7790036004914","B117      ","230","0","Unidad","TETRA     ","1,000000","T"
"101042          ","AZ BLANCA AZUKITA 6x5Kl  7840121418000            ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZUKITA                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZUKITA                       ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121418000","A140      ","5037","1","Unidad","FARDO     ","6,000000","F"
"101042          ","AZ BLANCA AZUKITA 6x5Kl  7840121418000            ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZUKITA                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZUKITA                       ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121418000","A140      ","5037","1","Unidad","PAQUETE   ","1,000000","F"
"101041          ","AZ BLANCA AZUKITA 15x2Kl  7840121417003           ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZUKITA                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZUKITA                       ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121417003","A140      ","2028","1","Unidad","FARDO     ","15,000000","F"
"101041          ","AZ BLANCA AZUKITA 15x2Kl  7840121417003           ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZUKITA                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZUKITA                       ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121417003","A140      ","2028","1","Unidad","PAQUETE   ","1,000000","F"
"101040          ","AZ BLANCA AZUKITA 30x1 Kl  7840121416006          ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZUKITA                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZUKITA                       ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121416006","A140      ","1021","1","Unidad","FARDO     ","30,000000","F"
"101040          ","AZ BLANCA AZUKITA 30x1 Kl  7840121416006          ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZUKITA                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZUKITA                       ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121416006","A140      ","1021","1","Unidad","PAQUETE   ","1,000000","F"
"101014          ","AZ BLANCA AZPAx50 Kl.                             ","AZUCAR BOLSA                                      ","AZUCAR BOLSA 50K                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZPA                          ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","             ","A140      ","50000","1","Unidad","BOLSA     ","1,000000","F"
"101013          ","AZ BLANCA AZPA 6x5 Kg.  7840121403006             ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZPA                          ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121403006","A140      ","5049","1","Unidad","FARDO     ","6,000000","F"
"101013          ","AZ BLANCA AZPA 6x5 Kg.  7840121403006             ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZPA                          ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121403006","A140      ","5049","1","Unidad","PAQUETE   ","1,000000","F"
"101012          ","AZ BLANCA AZPA 15x2 Kg  7840121406007             ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZPA                          ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121406007","A140      ","2000","1","Unidad","FARDO     ","15,000000","F"
"101012          ","AZ BLANCA AZPA 15x2 Kg  7840121406007             ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZPA                          ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121406007","A140      ","2000","1","Unidad","PAQUETE   ","1,000000","F"
"1010301         ","AZ BLANCA  ROMANEO AZUKITA                        ","AZUCAR BOLSA                                      ","AZUCAR BIGBAG                                     ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZUKITA                       ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","             ","          ","1000","0","Unidad","KILO      ","1,000000","F"
"101011          ","AZ BLANCA AZPA 30x1 Kg.  7840121402009            ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZPA                          ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121402009","A140      ","1010","1","Unidad","FARDO     ","30,000000","F"
"101011          ","AZ BLANCA AZPA 30x1 Kg.  7840121402009            ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZPA                          ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121402009","A140      ","1010","1","Unidad","PAQUETE   ","1,000000","F"
"101069          ","AZ ORGANICA AJ AZPA x 25Kg                        ","AZUCAR BOLSA                                      ","AZUCAR BOLSA 25K                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZPA                          ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","             ","A140      ","25250","1","Unidad","BOLSA     ","1,000000","F"
"101028          ","AZ LIGHT DOYPACK 12x1Kg  7840121418062            ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZPA                          ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121418062","A140      ","1060","1","Unidad","CAJA      ","12,000000","F"
"101028          ","AZ LIGHT DOYPACK 12x1Kg  7840121418062            ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZPA                          ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121418062","A140      ","1060","1","Unidad","Unidad    ","1,000000","F"
"101027          ","AZ ORGAN.AZPA DOYPACK 12x1Kg  7840121413005       ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZPA                          ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121413005","A140      ","1065","1","Unidad","CAJA      ","12,000000","F"
"101027          ","AZ ORGAN.AZPA DOYPACK 12x1Kg  7840121413005       ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZPA                          ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121413005","A140      ","1065","1","Unidad","Unidad    ","1,000000","F"
"101039          ","AZ  BLANCA AZUKITA 20x500g  7840121415009         ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZUKITA                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZUKITA                       ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121415009","A140      ","510","1","Unidad","FARDO     ","20,000000","F"
"101039          ","AZ  BLANCA AZUKITA 20x500g  7840121415009         ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZUKITA                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZUKITA                       ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121415009","A140      ","510","1","Unidad","PAQUETE   ","1,000000","F"
"101010          ","AZ BLANCA AZPA 20x500gr 7840121401002             ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZPA                          ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121401002","A140      ","510","1","Unidad","FARDO     ","20,000000","F"
"101010          ","AZ BLANCA AZPA 20x500gr 7840121401002             ","AZUCAR FRACCIONADA                                ","AZUCAR FRACCIONADA AZPA                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZPA                          ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","7840121401002","A140      ","510","1","Unidad","PAQUETE   ","1,000000","F"
"101065          ","AZ BLANCA AZUKITA x 25Kg.                         ","AZUCAR BOLSA                                      ","AZUCAR BOLSA 25K                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZUKITA                       ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","             ","A140      ","25250","1","Unidad","BOLSA     ","1,000000","F"
"790434          ","LECH.DESC.INST.MANFREY 24x400g  7791058790434     ","DERIVADOS LACTEOS                                 ","LECHE DESCREMADA                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058790434","B024      ","400","0","Unidad","CAJA      ","24,000000","T"
"790434          ","LECH.DESC.INST.MANFREY 24x400g  7791058790434     ","DERIVADOS LACTEOS                                 ","LECHE DESCREMADA                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058790434","B024      ","400","0","Unidad","Unidad    ","1,000000","T"
"102000          ","DULC D LECHE MANFREY 24x250gr  7791058000137      ","DERIVADOS LACTEOS                                 ","DULCE DE LECHE POTE                               ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058000137","B018      ","269","0","Unidad","CAJA      ","24,000000","T"
"102000          ","DULC D LECHE MANFREY 24x250gr  7791058000137      ","DERIVADOS LACTEOS                                 ","DULCE DE LECHE POTE                               ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058000137","B018      ","269","0","Unidad","POTE      ","1,000000","T"
"103003          ","LECHE INST.MANFREY 24x400gr  7791058010839        ","DERIVADOS LACTEOS                                 ","LECHE ENTERA                                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058010839","B022      ","432","0","Unidad","PAQUETE   ","1,000000","T"
"103003          ","LECHE INST.MANFREY 24x400gr  7791058010839        ","DERIVADOS LACTEOS                                 ","LECHE ENTERA                                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058010839","B022      ","432","0","Unidad","CAJA      ","24,000000","T"
"103002          ","LECHE INST. MANFREY 12x800gr  7791058010815       ","DERIVADOS LACTEOS                                 ","LECHE ENTERA                                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058010815","B023      ","896","0","Unidad","PAQUETE   ","1,000000","T"
"103002          ","LECHE INST. MANFREY 12x800gr  7791058010815       ","DERIVADOS LACTEOS                                 ","LECHE ENTERA                                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058010815","B023      ","896","0","Unidad","CAJA      ","12,000000","T"
"102003          ","DULC D LECHE GRANJA DE ORO 24x250gr 7791058000830 ","DERIVADOS LACTEOS                                 ","DULCE DE LECHE BALDE                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058000830","B020      ","269","0","Unidad","CAJA      ","24,000000","T"
"102003          ","DULC D LECHE GRANJA DE ORO 24x250gr 7791058000830 ","DERIVADOS LACTEOS                                 ","DULCE DE LECHE BALDE                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058000830","B020      ","269","0","Unidad","POTE      ","1,000000","T"
"102008          ","DULC D LECH GRANJA DE ORO 12x400grs 7791058010754 ","DERIVADOS LACTEOS                                 ","DULCE DE LECHE BALDE                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","GRANJA DE ORO                 ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058010754","B019      ","434","0","Unidad","CAJA      ","12,000000","T"
"102008          ","DULC D LECH GRANJA DE ORO 12x400grs 7791058010754 ","DERIVADOS LACTEOS                                 ","DULCE DE LECHE BALDE                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","GRANJA DE ORO                 ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058010754","B019      ","434","0","Unidad","POTE      ","1,000000","T"
"131008          ","QUESO RALLADO MANFREY 40x120gr 7791058111048      ","DERIVADOS LACTEOS                                 ","QUESO RALLADO                                     ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058111048","B039      ","129","0","Unidad","PAQUETE   ","1,000000","T"
"131008          ","QUESO RALLADO MANFREY 40x120gr 7791058111048      ","DERIVADOS LACTEOS                                 ","QUESO RALLADO                                     ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058111048","B039      ","129","0","Unidad","CAJA      ","40,000000","T"
"102010          ","DULC D LECHE MANFREY 12x400g  7791058010662       ","DERIVADOS LACTEOS                                 ","DULCE DE LECHE POTE                               ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058010662","B017      ","438","0","Unidad","CAJA      ","12,000000","T"
"102010          ","DULC D LECHE MANFREY 12x400g  7791058010662       ","DERIVADOS LACTEOS                                 ","DULCE DE LECHE POTE                               ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058010662","B017      ","438","0","Unidad","POTE      ","1,000000","T"
"131007          ","QUESO RALLADO MANFREY 6x20x40gr 7791058000199     ","DERIVADOS LACTEOS                                 ","QUESO RALLADO                                     ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058000199","B038      ","48","0","Unidad","CAJA      ","120,000000","T"
"131007          ","QUESO RALLADO MANFREY 6x20x40gr 7791058000199     ","DERIVADOS LACTEOS                                 ","QUESO RALLADO                                     ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058000199","B038      ","48","0","Unidad","SOBRE     ","1,000000","T"
"102012          ","DULCE LECH REPOST MANFREY 10kg 7791058001264      ","DERIVADOS LACTEOS                                 ","DULCE DE LECHE POTE                               ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","MANFREY                       ","99999901-04","MANFREY COOP. DE TAMBEROS DE COMERC. E INDUSTR.   ","7791058001264","B021      ","10465","0","Unidad","BALDE     ","1,000000","T"
"771008          ","HILO DE POLIESTER MAMBO 3 Kg MARRON               ","INSUMOS INDUSTRIALES                              ","HILOS                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","HAPETE                        ","99999901-05","HAPETE INDUSTRIAL THREAD MANUFACTURER             ",""," .        ","3250","0","Unidad","CAJA      ","12,000000","T"
"771008          ","HILO DE POLIESTER MAMBO 3 Kg MARRON               ","INSUMOS INDUSTRIALES                              ","HILOS                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","HAPETE                        ","99999901-05","HAPETE INDUSTRIAL THREAD MANUFACTURER             ",""," .        ","3250","0","Unidad","UNIDAD    ","1,000000","T"
"771007          ","HILO DE POLIESTER MAMBO 3 Kg ROJO                 ","INSUMOS INDUSTRIALES                              ","HILOS                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","HAPETE                        ","99999901-05","HAPETE INDUSTRIAL THREAD MANUFACTURER             ",""," .        ","3250","0","Unidad","CAJA      ","12,000000","T"
"771007          ","HILO DE POLIESTER MAMBO 3 Kg ROJO                 ","INSUMOS INDUSTRIALES                              ","HILOS                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","HAPETE                        ","99999901-05","HAPETE INDUSTRIAL THREAD MANUFACTURER             ",""," .        ","3250","0","Unidad","UNIDAD    ","1,000000","T"
"771004          ","HILO DE POLIESTER DE 1x3Kg VERDE                  ","INSUMOS INDUSTRIALES                              ","HILOS                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","HAPETE                        ","99999901-05","HAPETE INDUSTRIAL THREAD MANUFACTURER             ",""," .        ","3250","0","Unidad","CAJA      ","12,000000","T"
"771004          ","HILO DE POLIESTER DE 1x3Kg VERDE                  ","INSUMOS INDUSTRIALES                              ","HILOS                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","HAPETE                        ","99999901-05","HAPETE INDUSTRIAL THREAD MANUFACTURER             ",""," .        ","3250","0","Unidad","UNIDAD    ","1,000000","T"
"771017          ","HILO DE POLIESTER 200 gr MAMBO VERDE              ","INSUMOS INDUSTRIALES                              ","HILOS                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","HAPETE                        ","99999901-05","HAPETE INDUSTRIAL THREAD MANUFACTURER             ","             ","          ","232","0","Unidad","CAJA      ","120,000000","T"
"771017          ","HILO DE POLIESTER 200 gr MAMBO VERDE              ","INSUMOS INDUSTRIALES                              ","HILOS                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","HAPETE                        ","99999901-05","HAPETE INDUSTRIAL THREAD MANUFACTURER             ","             ","          ","232","0","Unidad","UNIDAD    ","1,000000","T"
"771016          ","HILO POLIESTER 200 gr MAMBO MARRON                ","INSUMOS INDUSTRIALES                              ","HILOS                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","HAPETE                        ","99999901-05","HAPETE INDUSTRIAL THREAD MANUFACTURER             ","             ","          ","232","0","Unidad","CAJA      ","120,000000","T"
"771016          ","HILO POLIESTER 200 gr MAMBO MARRON                ","INSUMOS INDUSTRIALES                              ","HILOS                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","HAPETE                        ","99999901-05","HAPETE INDUSTRIAL THREAD MANUFACTURER             ","             ","          ","232","0","Unidad","UNIDAD    ","1,000000","T"
"771015          ","HILO DE POLIESTER 200 gr MAMBO ROJO               ","INSUMOS INDUSTRIALES                              ","HILOS                                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","HAPETE                        ","99999901-05","HAPETE INDUSTRIAL THREAD MANUFACTURER             ","             ","          ","232","0","Unidad","CAJA      ","120,000000","T"
