"CODIGO","NOMBRE","FAMILIANOMBRE","FAMILIAGRUPONOMBRE","BASEIVA","IVA","IMPUESTOGRUPONOMBRE","UNEGOCIO","MARCA","RUCPROVEEDOR","PROVEEDOR","CODIGOBARRA","UBICACION","GRAMOS","STOCKPORLOTE","UNIDADBASE","PRESENTACION","CONTIENEUNIDADES","IMPORTADO","LOCACION","ROWID"
"93102           ","B.ARROZ CHOCO BLANCO 12g  7798228640025           ","DERIVADOS HARINA DE ARROZ                         ","BARRA DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","99999901-08","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640025","B047      ","16","0","Unidad","CAJA      ","144,000000","T","3","AAAjGgAAEAAFB8wAAD"
"9140002         ","COMBAT MATA CUCA GRAN 8CEBOS 23400519132          ","CUIDADO HOGAR                                     ","INSECTICIDA/REPELENTE                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","COMBAT                        ","80022667-4 ","ALBISOL S.R.L.                                    ","23400519132  ","          ","60","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB8wAAE"
"9140003         ","COMBAT MATA CUCA PEQ 12CEBOS 23400519101          ","CUIDADO HOGAR                                     ","INSECTICIDA/REPELENTE                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","COMBAT                        ","80022667-4 ","ALBISOL S.R.L.                                    ","23400519101  ","          ","60","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB8wAAG"
"9140004         ","COMBAT MATA CUCA PEQ+HUE 12CEBOS 23400419104      ","CUIDADO HOGAR                                     ","INSECTICIDA/REPELENTE                             ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","COMBAT                        ","80022667-4 ","ALBISOL S.R.L.                                    ","23400419104  ","          ","60","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB8wAAI"
"9150001         ","ANILINA YACOLOR NEGRO AZAB x30g 7798112050114     ","CUIDADO HOGAR                                     ","ANIL/PEGAMENTO                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","YACOLOR                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7798112050114","          ","30","0","Unidad","CAJA      ","50,000000","F","1","AAAjGgAAEAAFB8wAAK"
"9150002         ","ANILINA YACOLOR AZUL MAR x30g  7798112050152      ","CUIDADO HOGAR                                     ","ANIL/PEGAMENTO                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","YACOLOR                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7798112050152","          ","30","0","Unidad","CAJA      ","50,000000","F","1","AAAjGgAAEAAFB8wAAM"
"9150003         ","LOCTITE S. BONDER x 2g  7805500004816             ","CUIDADO HOGAR                                     ","ANIL/PEGAMENTO                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LOCTITE                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7805500004816","          ","2","0","Unidad","CAJA      ","120,000000","F","1","AAAjGgAAEAAFB8wAAO"
"9150004         ","LOCTITE PRECISION x 5g  7891200308866             ","CUIDADO HOGAR                                     ","ANIL/PEGAMENTO                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LOCTITE                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7891200308866","          ","5","0","Unidad","CAJA      ","24,000000","F","1","AAAjGgAAEAAFB8wAAQ"
"9150005         ","LOCTITE GEL  x 3g  7891200009503                  ","CUIDADO HOGAR                                     ","ANIL/PEGAMENTO                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LOCTITE                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7891200009503","          ","3","0","Unidad","CAJA      ","24,000000","F","1","AAAjGgAAEAAFB8xAAB"
"9150006         ","LOCTITE 60 SEC. CAJA 20g  7805500004595           ","CUIDADO HOGAR                                     ","ANIL/PEGAMENTO                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","LOCTITE                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7805500004595","          ","20","0","Unidad","CAJA      ","30,000000","F","1","AAAjGgAAEAAFB8xAAD"
"7400002         ","STOP VAIS REPEL SPRAY KIDS 200ml 7791274198755    ","CUIDADO PERSONAL                                  ","REPELENTE                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","STOP VAIS                     ","80022667-4 ","ALBISOL S.R.L.                                    ","7791274198755","          ","200","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB8xAAF"
"7400003         ","REPEL SPRAY x 60ml 7791274197062                  ","CUIDADO PERSONAL                                  ","REPELENTE                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","STOP VAIS                     ","80022667-4 ","ALBISOL S.R.L.                                    ","7791274197062","          ","60","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB8xAAH"
"7400004         ","REPEL CREMA EXT DURAC x60g 7791274197055          ","CUIDADO PERSONAL                                  ","REPELENTE                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","STOP VAIS                     ","80022667-4 ","ALBISOL S.R.L.                                    ","7791274197055","          ","60","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB8xAAJ"
"7400005         ","REPEL CREMA EXT DURACx200g 7791274005152          ","CUIDADO PERSONAL                                  ","REPELENTE                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","STOP VAIS                     ","80022667-4 ","ALBISOL S.R.L.                                    ","7791274005152","          ","200","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB8xAAL"
"7400006         ","REPEL SPRAY EXT DURACx200ml 7791274197079         ","CUIDADO PERSONAL                                  ","REPELENTE                                         ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","STOP VAIS                     ","80022667-4 ","ALBISOL S.R.L.                                    ","7791274197079","          ","200","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB8xAAN"
"7300001         ","TOALL FACIAL DESMAQ HIDRAT 7790773008459          ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","QSOFT                         ","80022667-4 ","ALBISOL S.R.L.                                    ","7790773008459","          ","200","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB8xAAP"
"7300002         ","TOALL FACIAL DESMAQ CONT ACNE  7790773008466      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","QSOFT                         ","80022667-4 ","ALBISOL S.R.L.                                    ","7790773008466","          ","200","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB8yAAA"
"7300003         ","TOALL FACIAL DESMAQ.AGUA MICEL 7790773008435      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","QSOFT                         ","80022667-4 ","ALBISOL S.R.L.                                    ","7790773008435","          ","200","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB8yAAC"
"7300006         ","HISOPOS c/ANTIGERM CJ Q.SOFT 125u 7790773001252   ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","QSOFT                         ","80022667-4 ","ALBISOL S.R.L.                                    ","7790773001252","          ","125","0","Unidad","CAJA      ","24,000000","F","1","AAAjGgAAEAAFB8yAAE"
"7300009         ","ROLLO COCINA x 3 FELPITA 7791828000121            ","CUIDADO HOGAR                                     ","VARIOS CUIDADO HOGAR                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828000121","          ","100","0","Unidad","CAJA      ","10,000000","F","1","AAAjGgAAEAAFB8yAAG"
"7300007         ","HISOPOS c/ANTIGERM CJ Q.SOFT 175u 7790773001757   ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","QSOFT                         ","80022667-4 ","ALBISOL S.R.L.                                    ","7790773001757","          ","175","0","Unidad","CAJA      ","18,000000","F","1","AAAjGgAAEAAFB8yAAI"
"7300010         "," ROLLO COCINA x 3 CARTABELLA 7791828000626        ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828000626","          ","100","0","Unidad","CAJA      ","10,000000","F","1","AAAjGgAAEAAFB8yAAK"
"7300011         ","SERVILLx40u DECORADA FELPITA 7791828000411        ","CUIDADO HOGAR                                     ","VARIOS CUIDADO HOGAR                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828000411","          ","50","0","Unidad","CAJA      ","42,000000","F","1","AAAjGgAAEAAFB8yAAM"
"7300012         ","SERVILLx40u CALID SUP FELPITA 7791828000404       ","CUIDADO HOGAR                                     ","VARIOS CUIDADO HOGAR                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828000404","          ","50","0","Unidad","CAJA      ","42,000000","F","1","AAAjGgAAEAAFB8yAAO"
"7300013         ","SERVILLx70u BLANCA CARTABELLA 7791828004914       ","CUIDADO HOGAR                                     ","VARIOS CUIDADO HOGAR                              ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828004914","          ","50","0","Unidad","CAJA      ","32,000000","F","1","AAAjGgAAEAAFB8yAAQ"
"7300014         ","PAPEL HIG x4 DECORADO 80m FELPITA 7791828000701   ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828000701","          ","100","0","Unidad","CAJA      ","10,000000","F","1","AAAjGgAAEAAFB8zAAB"
"7300015         ","PAPEL HIG x4 KIDS 30m FELPITA 7791828000343       ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828000343","          ","100","0","Unidad","CAJA      ","10,000000","F","1","AAAjGgAAEAAFB8zAAD"
"7300016         ","PAPEL HIG x4 INFINITY 30m FELPITA 7791828900049   ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828900049","          ","100","0","Unidad","CAJA      ","10,000000","F","1","AAAjGgAAEAAFB8zAAF"
"7300017         ","PAPEL HIG x4 BLAN 20m FELPITA 7791828900186       ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828900186","          ","100","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB8zAAH"
"7300018         ","PAPEL HIG x4 BLAN 30m FELPITA  7791828000046      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","FELPITA                       ","80022667-4 ","ALBISOL S.R.L.                                    ","7791828000046","          ","100","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB8zAAJ"
"03350           ","TALCO ALGABO FLORAL x 250g  7791274188350         ","CUIDADO PERSONAL                                  ","VARIOS CUIDADO PERSONAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","ALGABO                        ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7791274188350","          ","250","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB8zAAL"
"14173           ","TETINA SILICONA BLISTER x 2 N°3 7793970141738     ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BABELITO                      ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7793970141738","          ","0","0","Unidad","CAJA      ","24,000000","F","1","AAAjGgAAEAAFB8zAAN"
"14311           ","TET. SIL.BOCA ANCHA x 2u T1  7793970143114        ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BABELITO                      ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7793970143114","          ","0","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB8zAAP"
"14312           ","TET. SIL.BOCA ANCHA x 2u T2  7793970143121        ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BABELITO                      ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7793970143121","          ","0","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB80AAA"
"14313           ","TET. SIL.BOCA ANCHA x 2u T3  7793970143138        ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BABELITO                      ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7793970143138","          ","0","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB80AAC"
"87812           ","JAB.PLUSB NIGHT THE x 125gr  7790990587812        ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790990587812","          ","125","0","Unidad","CAJA      ","81,000000","F","1","AAAjGgAAEAAFB80AAE"
"37176           ","MORDILLO REFRIGERANTE 7793970371760               ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BABELITO                      ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7793970371760","          ","0","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB80AAG"
"05038           ","PACK JAB.PLUSB FRES INT 3x125gr  7790990586778    ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790990586778","          ","125","0","Unidad","CAJA      ","27,000000","F","1","AAAjGgAAEAAFB80AAI"
"70290           ","PRENDEDOR CON CINTA TRD 7793970702908             ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BABELITO                      ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7793970702908","          ","0","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB80AAK"
"05236           ","PACK JAB.PLUSB BELL RAD 3x125gr 7790990586754     ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790990586754","          ","125","0","Unidad","CAJA      ","27,000000","F","1","AAAjGgAAEAAFB80AAM"
"55021           ","ESPONJA SURTIDA 7793970550219                     ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BABELITO                      ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7793970550219","          ","0","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB80AAO"
"05434           ","PACK JAB.PLUSB HUMCREM 3x125gr 7790990586761      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790990586761","          ","125","0","Unidad","CAJA      ","27,000000","F","1","AAAjGgAAEAAFB80AAQ"
"93110           ","3PACK LIMON  36g  7798228640247                   ","DERIVADOS HARINA DE ARROZ                         ","BARRA DE ARROZ                                    ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CROWIE                        ","99999901-08","ESTABLECIMIENTO FIN DEL MUNDO S.A.                ","7798228640247","B043      ","52","0","Unidad","Unidad","1,000000","T","3","AAAjGgAAEAAFB81AAD"
"101069          ","AZ ORGANICA AJ AZPA x 25Kg                        ","AZUCAR BOLSA                                      ","AZUCAR BOLSA 25K                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","AZPA                          ","80003322-1 ","AZUCARERA PARAGUAYA S.A.                          ","             ","A140      ","25250","1","Unidad","Unidad","1,000000","F","3","AAAjGgAAEAAFB81AAG"
"55070           ","CEPILLO y PEINE p/CABELLOS  7793970550707         ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BABELITO                      ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7793970550707","          ","0","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB81AAH"
"05533           ","PACK JAB.PLUSB ENERGIA 3x125gr 7790990586792      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790990586792","          ","125","0","Unidad","CAJA      ","27,000000","F","1","AAAjGgAAEAAFB81AAJ"
"55081           ","TIJERITA PARA UÑAS 7793970550813                  ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BABELITO                      ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7793970550813","          ","0","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB81AAL"
"55083           ","SET MANICURA BABELITO 7793970550837               ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BABELITO                      ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7793970550837","          ","0","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB81AAN"
"55088           ","ALICATE c/MANGO BABELITO  7793970550882           ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BABELITO                      ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7793970550882","          ","0","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB81AAP"
"55093           ","CEPILLO DE DIENTES PARA BEBE 7793970550936        ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BABELITO                      ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7793970550936","          ","0","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB82AAA"
"05632           ","PACK JAB.PLUSB NIGHT TH 3x125gr 7790990586785     ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790990586785","          ","125","0","Unidad","CAJA      ","27,000000","F","1","AAAjGgAAEAAFB82AAC"
"31452           ","CAFE SOL LIOFILIZADO x 50gr JV  7707211631452     ","ALMACEN SUCURSAL                                  ","CAFE INSTANTANEO TERCERIZADO                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","JUAN VALDEZ                   ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7707211631452","          ","50","0","Unidad","CAJA      ","24,000000","F","1","AAAjGgAAEAAFB82AAE"
"06600           ","PACK JAB.PLUSB S.NUTRI 3x125gr 7790990586808      ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790990586808","          ","125","0","Unidad","CAJA      ","27,000000","F","1","AAAjGgAAEAAFB82AAG"
"31469           ","CAFE SOL LIOFILIZADO x 95gr JV  7707211631469     ","ALMACEN SUCURSAL                                  ","CAFE INSTANTANEO TERCERIZADO                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","JUAN VALDEZ                   ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7707211631469","          ","95","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB82AAI"
"31612           ","CAFE SOL LIOF. DESCAF x 95gr JV  7707211631612    ","ALMACEN SUCURSAL                                  ","CAFE INSTANTANEO TERCERIZADO                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","JUAN VALDEZ                   ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7707211631612","          ","95","0","Unidad","Unidad","1,000000","F","1","AAAjGgAAEAAFB82AAJ"
"31612           ","CAFE SOL LIOF. DESCAF x 95gr JV  7707211631612    ","ALMACEN SUCURSAL                                  ","CAFE INSTANTANEO TERCERIZADO                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","JUAN VALDEZ                   ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7707211631612","          ","95","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB82AAK"
"55109           ","JAB.TOCADOR c/GLIC 90gr BABELITO 7793970551094    ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BABELITO                      ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7793970551094","          ","90","0","Unidad","CAJA      ","36,000000","F","1","AAAjGgAAEAAFB82AAM"
"31865           ","CAFE SOL LIOF. CHOCOLAT x95gr JV  7707211631865   ","ALMACEN SUCURSAL                                  ","CAFE INSTANTANEO TERCERIZADO                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","JUAN VALDEZ                   ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7707211631865","          ","95","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB82AAO"
"55112           ","EMUL.OLEO CALC.x200ml BABELITO 7793970551124      ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BABELITO                      ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7793970551124","          ","200","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB82AAQ"
"32169           ","CAFE SOL LIOF.VANICANE  x95gr JV  7707211632169   ","ALMACEN SUCURSAL                                  ","CAFE INSTANTANEO TERCERIZADO                      ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","JUAN VALDEZ                   ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7707211632169","          ","95","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB83AAB"
"55114           ","SH c/GLICERINA 200ml BABELITO  7793970551148      ","CUIDADO PERSONAL                                  ","CUIDADO BB                                        ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","BABELITO                      ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7793970551148","          ","200","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB83AAD"
"7074            ","BASIC OREGANO x 4g  84137074                      ","ALMACEN SUCURSAL                                  ","VARIOS ALMACEN SUCURSAL                           ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","CARMENCITA                    ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","84137074     ","          ","4","0","Unidad","CAJA      ","72,000000","F","1","AAAjGgAAEAAFB83AAF"
"02500           ","SH. PLUSB x 1000cc FRESCURA 7790740505516         ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740505516","          ","1000","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB83AAH"
"02501           ","SH. PLUSB x 1000cc SUAVIDAD 7790740505523         ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740505523","          ","1000","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB83AAJ"
"02509           ","SH. PLUSB x 1000cc BRILLO 7790740505509           ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740505509","          ","1000","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB83AAL"
"02510           ","SH. PLUSB x 1000cc NUTRI 7790740505530            ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740505530","          ","1000","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB83AAN"
"08683           ","SH. PLUSB x 1000cc ANTIOXID 7790740505592         ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740505592","          ","1000","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB83AAP"
"08690           ","SH. PLUSB x 1000cc DETOX  7790740508302           ","CUIDADO PERSONAL                                  ","HIGIENE PERSONAL                                  ","100","10","PY - GRAVADO DE IVA Y RENTA                       ","DISTRIBUCION                  ","PLUSBELLE                     ","80013827-9 ","A.C. IMPORTACIONES S.A.                           ","7790740508302","          ","1000","0","Unidad","CAJA      ","12,000000","F","1","AAAjGgAAEAAFB84AAA"
